index,disease_name,description,Possible Steps,image_url
32,Tomato : Leaf Mold,"Tomato leaf mold is a fungal disease that can develop when there are extended periods of leaf wetness and the relative humidity is high (greater than 85 percent). Due to this moisture requirement, the disease is seen primarily in hoophouses and greenhouses. Tomato leaf mold can develop during early spring temperatures (50.9 degrees Fahrenheit) or those characteristic of summer (90 F). The optimal temperature tomato leaf mold is in the low 70s.

Symptoms of disease include yellow spots on the upper leaf surface. Discrete masses of olive-green spores can be seen on the underside of the affected leaves.","When treating tomato plants with fungicide, be sure to cover all areas of the plant that are above the soil, especially the underside of leaves, where the disease often forms. Calcium chloride-based sprays are recommended for treating leaf mold issues. Organic fungicide options are also available.",https://www.gardeningknowhow.com/wp-content/uploads/2018/04/tomato-leaf-mold-400x300.jpg
33,Tomato : Septoria Leaf Spot,"Septoria leaf spot is caused by a fungus, Septoria lycopersici. It is one of the most destructive diseases of tomato foliage and is particularly severe in areas where wet, humid weather persists for extended periods.Septoria leaf spot usually appears on the lower leaves after the first fruit sets. Spots are circular, about 1/16 to 1/4 inch in diameter with dark brown margins and tan to gray centers with small black fruiting structures. Characteristically, there are many spots per leaf. This disease spreads upwards from oldest to youngest growth. If leaf lesions are numerous, the leaves turn slightly yellow, then brown, and then wither. Fruit infection is rare.","Remove diseased leaves. 
Improve air circulation around the plants.
Mulch around the base of the plants. Mulching will reduce splashing soil, which may contain fungal spores associated with debris. Apply mulch after the soil has warmed.
Do not use overhead watering. Overhead watering facilitates infection and spreads the disease. Use a soaker hose at the base of the plant to keep the foliage dry. Water early in the day.
Control weeds. Nightshade and horsenettle are frequently hosts of Septoria leaf spot and should be eradicated around the garden site.
Use crop rotation. Next year do not plant tomatoes back in the same location where diseased tomatoes grew. Wait 1�2 years before replanting tomatoes in these areas.
Use fungicidal sprays.",https://www.missouribotanicalgarden.org/portals/0/Gardening/Gardening%20Help/images/Pests/Septoria_Leaf_Spot_of_Tomato187.jpg
34,Tomato : Spider Mites | Two-Spotted Spider Mite,"The two-spotted spider mite is the most common mite species that attacks vegetable and fruit crops in New England. Spider mites can occur in tomato, eggplant, potato, vine crops such as melons, cucumbers, and other crops. Two-spotted spider mites are one of the most important pests of eggplant. They have up to 20 generations per year and are favored by excess nitrogen and dry and dusty conditions. Outbreaks are often caused by the use of broad-spectrum insecticides which interfere with the numerous natural enemies that help to manage mite populations. As with most pests, catching the problem early will mean easier control.","Avoid weedy fields and do not plant eggplant adjacent to legume forage crops.
Avoid early season, broad-spectrum insecticide applications for other pests.
Do not over-fertilize.
Overhead irrigation or prolonged periods of rain can help reduce populations.",https://entomology.ca.uky.edu/files/styles/panopoly_image_original/public/310a.jpg?itok=XNlP0H9H
35,Tomato : Target Spot,"The disease starts on the older leaves and spreads upwards. The first signs are irregular-shaped spots (less than 1 mm) with a yellow margin . Some of the spots enlarge up to 10 mm and show characteristics rings, hence the name of ""target spot"" . Spread to all leaflets and to other leaves is rapid , causing the leaves to turn yellow, collapse and die . Spots also occur on the stems. They are long and thin. Small light brown spots with dark margins may also occur on the fruit.
The spores are spread by wind-blown rain, and if windy wet weather continues for a few days, spread is fast and plants lose their leaves quickly.","Cultural control is important. The following should be done:
Do not plant new crops next to older ones that have the disease.
Plant as far as possible from papaya, especially if leaves have small angular spots (Photo 5).
Check all seedlings in the nursery, and throw away any with leaf spots.
Remove a few branches from the lower part of the plants to allow better airflow at the base
Remove and burn the lower leaves as soon as the disease is seen, especially after the lower fruit trusses have been picked.
Keep plots free from weeds, as some may be hosts of the fungus.
Do not use overhead irrigation; otherwise, it will create conditions for spore production and infection.
Collect and burn as much of the crop as possible when the harvest is complete.
Practise crop rotation, leaving 3 years before replanting tomato on the same land.",https://barmac.com.au/wp-content/uploads/sites/3/2016/01/Target-Spot-Tomato1.jpg
36,Tomato : Yellow Leaf Curl Virus,"Tomato yellow leaf curl virus is a species in the genus Begomovirus and family Geminiviridae. Tomato yellow leaf curl virus (TYLCV) infection induces severe symptoms on tomato plants and causes serious yield losses worldwide. TYLCV is persistently transmitted by the sweetpotato whitefly, Bemisia tabaci (Gennadius). Cultivars and hybrids with a single or few genes conferring resistance against TYLCV are often planted to mitigate TYLCV-induced losses. These resistant genotypes (cultivars or hybrids) are not immune to TYLCV. They typically develop systemic infection, display mild symptoms, and produce more marketable tomatoes than susceptible genotypes under TYLCV pressure.In several pathosystems, extensive use of resistant cultivars with single dominant resistance-conferring gene has led to intense selection pressure on the virus, development of highly virulent strains, and resistance breakdown.",Use only virus-and whitefly-free tomato and pepper transplants. Transplants should be treated with Capture (bifenthrin) or Venom (dinotefuran) for whitefly adults and Oberon for eggs and nymphs. Imidacloprid or thiamethoxam should be used in transplant houses at least seven days before shipping. Imidacloprid should be sprayed on the entire plant and below the leaves; eggs and flies are often found below the leaves. Spray every 14-21 days and rotate on a monthly basis with Abamectin so that the whiteflies do not build-up resistance to chemicals.,https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/10609.jpg
37,Tomato : Mosaic Virus,"Tomato mosaic virus (ToMV) and  Tobacco mosaic virus (TMV) are hard to distinguish.
Tomato mosaic virus (ToMV) can cause yellowing and stunting of tomato plants resulting in loss of stand and reduced yield.
ToMV may cause uneven ripening of fruit, further reducing yield.
Tobacco mosaic virus (TMV) was once thought to be more common on tomato. 
TMV is usually more of a tobacco pathogen than a tomato pathogen.Mottled light and dark green on leaves.
Young tomato leaf that is mottled light and dark green, stunted growth, curled and malformed leaves.
Tobacco Mosaic virus symptoms on a tomato seedling
If plants are infected early, they may appear yellow and stunted overall.
Leaves may be curled, malformed, or reduced in size.","Use certified disease-free seed or treat your own seed.
Soak seeds in a 10% solution of trisodium phosphate (Na3PO4) for at least 15 minutes.
Or heat dry seeds to 158 �F and hold them at that temperature for two to four days.
Purchase transplants only from reputable sources. Ask about the sanitation procedures they use to prevent disease.
Inspect transplants prior to purchase. Choose only transplants showing no clear symptoms.
Avoid planting in fields where tomato root debris is present, as the virus can survive long-term in roots.
Wash hands with soap and water before and during the handling of plants to reduce potential spread between plants.",http://ucanr.edu/blogs/dirt/blogfiles/71403_original.jpg
38,Tomato : Healthy,"Fertilize one week before as well as on the day of planting. They especially love phosphorous, which promotes the formation of blossoms and the fruits or vegetables that grow from them. Avoid high nitrogen when your tomato plants have blossoms as it promotes vine growth rather than fruit growth.Don't Crowd Tomato Seedlings.Provide Lots of Light.Preheat the Garden Soil.Bury the Stems.Mulch Tomatoes After the Soil Has Warmed.Remove the Bottom Leaves.Pinch and Prune for More Tomatoes.Water Regularly.","The tomato (Solanum lycopersicum) is a fruit from the nightshade family native to South America.

Despite botanically being a fruit, it�s generally eaten and prepared like a vegetable.

Tomatoes are the major dietary source of the antioxidant lycopene, which has been linked to many health benefits, including reduced risk of heart disease and cancer.

They are also a great source of vitamin C, potassium, folate, and vitamin K.",https://cdn8.dissolve.com/p/D869_27_632/D869_27_632_1200.jpg
39,Cabbage : Black Rot,"Black rot of crucifers is caused by Xanthomonas campestris pv. campestris, which is considered one of the most serious diseases of cruciferous crops worldwide. The pathogen is seed-borne and can also survive in diseased plant debris and on weed hosts. The pathogen can be spread by wind, rain, irrigation water, insects, and farm equipment. The disease can develop in seedlings, but is often not noticed until plants are larger. Leaf infection appears as V-shaped yellow lesions starting from the leaf edge, with the vein in the lesion turning black. As the disease progresses, the whole leaf may become infected, turn yellow, and fall off. The bacterium moves systemically through the water-conducting tissues of the plant, eventually turning them black, hence the name 'black rot'.","Use certified disease-free seed.
Hot water treatment of seeds at 122�F (50�C) for 30 minutes.
Practice a 2-3 year crop rotation with non-cruciferous crops.
Remove and destroy infected plants.
Avoid overhead irrigation.
Disinfect tools and equipment.
Plant resistant varieties when available.",https://www.agric.wa.gov.au/sites/gateway/files/Black%20rot%20cabbage.jpg
40,Cabbage : Clubroot,"Clubroot is a serious soil-borne disease of cruciferous plants caused by the pathogen Plasmodiophora brassicae. The disease is characterized by the formation of galls or clubs on the roots, which interfere with the plant's ability to take up water and nutrients. Infected plants show symptoms of wilting, stunting, yellowing, and premature death. The clubs on the roots are the most diagnostic symptom. The pathogen produces resting spores that can survive in soil for up to 20 years, making it very difficult to eradicate. Clubroot is favored by acidic soils (pH below 7.0), high soil moisture, and temperatures around 68-77�F (20-25�C).","Raise soil pH to 7.2 or higher using lime.
Practice at least 4-5 year crop rotation with non-cruciferous crops.
Use resistant varieties.
Improve soil drainage.
Solarize soil in hot climates.
Disinfect tools and equipment.
Remove and destroy infected plants.",https://www.gardeningknowhow.com/wp-content/uploads/2017/07/clubroot-disease.jpg
41,Cabbage : Healthy,"Cabbage grows best in cool weather with temperatures between 60-70�F (15-21�C). It prefers well-drained, fertile soil with a pH between 6.0-7.5. Plants should be spaced 12-24 inches apart depending on the variety. Cabbage needs consistent moisture, about 1-1.5 inches of water per week. Mulching helps retain moisture and control weeds. Fertilize with a balanced fertilizer when transplanting and again when heads begin to form. Watch for pests like cabbage worms and aphids. Harvest when heads feel firm and solid.","Cabbage is low in calories but high in fiber and vitamins. It is an excellent source of vitamin K, vitamin C, and vitamin B6. Cabbage contains powerful antioxidants that may help reduce inflammation. The fiber in cabbage supports digestive health. Some studies suggest cabbage may help lower blood pressure and cholesterol levels. Red cabbage contains anthocyanins which have anti-cancer properties.",https://www.gardeningknowhow.com/wp-content/uploads/2009/02/cabbage.jpg
42,Cucumber : Anthracnose,"Anthracnose of cucumber is caused by the fungus Colletotrichum orbiculare. The disease affects leaves, stems, and fruits. On leaves, symptoms begin as small, water-soaked spots that enlarge to become circular, tan to brown lesions with dark margins. In humid conditions, pinkish spore masses may develop in the centers of lesions. On stems, lesions are elongated and sunken. Fruit symptoms appear as circular, sunken spots that may be covered with pinkish spore masses in moist conditions. The disease spreads rapidly during warm, humid weather and can cause significant yield losses. Anthracnose overwinters on infected plant debris and can be seed-borne.","Use certified disease-free seed.
Practice 2-3 year crop rotation with non-cucurbit crops.
Apply fungicides at first sign of disease.
Remove and destroy infected plant debris.
Avoid working in fields when plants are wet.
Improve air circulation through proper spacing.
Use drip irrigation instead of overhead watering.",https://extension.umn.edu/sites/extension.umn.edu/files/styles/caption_medium/public/anthracnose-cucumber-1.jpg?itok=5m7hYt2V
43,Cucumber : Downy Mildew,"Downy mildew of cucumber is caused by the oomycete Pseudoperonospora cubensis. The disease is characterized by angular, yellow spots on the upper leaf surface that are limited by leaf veins. On the lower leaf surface, a gray to purple downy growth appears during humid conditions. As the disease progresses, leaves turn brown, curl, and die. The disease spreads rapidly during cool, moist conditions and can defoliate plants within days. Downy mildew does not overwinter in northern regions but spreads from southern areas each year via wind-dispersed spores.","Plant resistant varieties.
Apply fungicides preventively when conditions favor disease.
Use drip irrigation to keep foliage dry.
Improve air circulation through proper spacing.
Remove and destroy severely infected plants.
Monitor weather conditions and disease forecasts.
Avoid overhead irrigation.",https://www.gardeningknowhow.com/wp-content/uploads/2014/08/downy-mildew-cucumber.jpg
44,Cucumber : Healthy,"Cucumbers grow best in warm temperatures between 70-85�F (21-29�C). They require full sun (6-8 hours daily) and well-drained soil with a pH of 6.0-7.0. Plants should be spaced 12-18 inches apart in rows 5-6 feet apart. Cucumbers need consistent moisture, about 1-2 inches of water per week. Mulch helps retain moisture and control weeds. Fertilize with a balanced fertilizer at planting and when vines begin to run. Provide support for vining varieties to save space and improve air circulation. Harvest regularly to encourage continued production.","Cucumbers are 95% water, making them excellent for hydration. They are low in calories but contain important vitamins and minerals including vitamin K, vitamin C, potassium, and magnesium. Cucumbers contain antioxidants that may help reduce inflammation. The silica in cucumbers promotes healthy skin, hair, and nails. The high water and fiber content aids digestion and prevents constipation.",https://www.almanac.com/sites/default/files/styles/primary_image_in_article/public/image_nodes/cucumber_plant_flowers_shutterstock.jpg?itok=7SgVj2wS
45,Eggplant : Verticillium Wilt,"Verticillium wilt of eggplant is caused by the soil-borne fungi Verticillium dahliae and V. albo-atrum. The disease causes wilting, yellowing, and stunting of plants. Symptoms often appear on one side of the plant or on individual branches. The vascular tissue in stems shows brown discoloration when cut open. The disease is favored by cool temperatures (68-75�F/20-24�C) and can persist in soil for many years. The pathogen enters through roots and spreads through the vascular system, blocking water and nutrient transport.","Plant resistant varieties.
Practice 4-5 year crop rotation with non-susceptible crops.
Solarize soil in hot climates.
Use certified disease-free transplants.
Avoid over-fertilization with nitrogen.
Remove and destroy infected plants.
Improve soil drainage.",https://www.gardeningknowhow.com/wp-content/uploads/2017/05/verticillium-wilt-eggplant.jpg
46,Eggplant : Healthy,"Eggplants grow best in warm temperatures between 70-85�F (21-29�C). They require full sun and well-drained, fertile soil with a pH of 6.0-6.8. Plants should be spaced 18-24 inches apart in rows 30-36 inches apart. Eggplants need consistent moisture, about 1-2 inches of water per week. Mulch to retain moisture and control weeds. Fertilize with a balanced fertilizer at planting and when fruits begin to form. Stake plants to keep fruits off the ground. Harvest when fruits are glossy and firm, before they become dull.","Eggplants are low in calories but rich in fiber and antioxidants. They contain nasunin, an antioxidant that protects brain cell membranes. Eggplants are a good source of vitamins B1, B6, and potassium. The fiber in eggplants supports digestive health. Some studies suggest compounds in eggplant may help lower cholesterol levels. Eggplants contain phytonutrients that have anti-inflammatory properties.",https://www.gardeningknowhow.com/wp-content/uploads/2009/03/eggplant.jpg
47,Lettuce : Bottom Rot,"Bottom rot of lettuce is caused by the soil-borne fungus Rhizoctonia solani. The disease primarily affects mature plants nearing harvest. Initial symptoms include small, water-soaked spots on the lower leaves that are in contact with the soil. These spots enlarge and become sunken, with a reddish-brown color. As the disease progresses, the entire head may rot. In humid conditions, a white fungal growth may appear on the rotting tissue. The disease is favored by warm, moist conditions and heavy, poorly drained soils.","Practice 2-3 year crop rotation.
Improve soil drainage.
Avoid planting in low-lying areas.
Use raised beds.
Remove and destroy infected plants.
Avoid overhead irrigation.
Mulch to prevent soil splashing onto leaves.
Plant resistant varieties when available.",https://www.gardeningknowhow.com/wp-content/uploads/2017/07/bottom-rot-lettuce.jpg
48,Lettuce : Healthy,"Lettuce grows best in cool temperatures between 60-65�F (15-18�C). It requires well-drained, fertile soil with a pH of 6.0-7.0. Plants should be spaced 6-12 inches apart depending on the variety. Lettuce needs consistent moisture, about 1 inch of water per week. Mulch helps retain moisture and keep soil cool. Fertilize with a balanced fertilizer at planting. Provide shade in hot weather to prevent bolting. Harvest leaf lettuce when leaves are large enough to use; harvest head lettuce when heads feel firm.","Lettuce is very low in calories but high in water content. It is a good source of vitamin K, vitamin A, and folate. The fiber in lettuce supports digestive health. Romaine lettuce contains more nutrients than iceberg lettuce. Some varieties contain antioxidants like beta-carotene and lutein. The high water content helps with hydration. Lettuce contains compounds that may have anti-inflammatory properties.",https://www.almanac.com/sites/default/files/styles/primary_image_in_article/public/image_nodes/lettuce-growing.jpg?itok=8W7K_v5r
49,Onion : Purple Blotch,"Purple blotch of onion is caused by the fungus Alternaria porri. The disease affects leaves and bulbs. Initial symptoms appear as small, water-soaked lesions that enlarge to become oval to elliptical spots with purple centers and yellow halos. Under humid conditions, lesions may develop a dark, velvety spore mass. Severe infections cause leaves to die back from the tips. The disease is favored by warm, humid conditions and can reduce both yield and storage quality. The pathogen survives on infected plant debris and can be seed-borne.","Practice 3-4 year crop rotation.
Use disease-free seed and transplants.
Apply fungicides when conditions favor disease.
Space plants properly for good air circulation.
Avoid overhead irrigation.
Remove and destroy crop debris after harvest.
Store bulbs in cool, dry conditions.",https://www.gardeningknowhow.com/wp-content/uploads/2017/08/purple-blotch-onion.jpg
50,Onion : Healthy,"Onions grow best in cool temperatures during early growth and warmer temperatures during bulb formation. They require full sun and well-drained, fertile soil with a pH of 6.0-7.0. Plants should be spaced 4-6 inches apart in rows 12-18 inches apart. Onions need consistent moisture, especially during bulb formation. Fertilize with a balanced fertilizer at planting and when bulbs begin to form. Stop watering when tops begin to fall over. Harvest when tops have fallen over and dried. Cure bulbs in a warm, dry place for 2-3 weeks before storage.","Onions are low in calories but high in vitamins C and B6. They contain the antioxidant quercetin which has anti-inflammatory properties. Onions contain compounds that may help lower blood sugar levels. The sulfur compounds in onions have antibacterial properties. Onions are a good source of prebiotic fiber that supports gut health. Some studies suggest onions may help improve bone density.",https://www.gardeningknowhow.com/wp-content/uploads/2009/02/onion.jpg
51,Spinach : White Rust,"White rust of spinach is caused by the oomycete Albugo occidentalis. The disease causes white, blister-like pustules on the undersides of leaves. On the upper leaf surface, yellow spots appear opposite the pustules. Severe infections cause leaves to become distorted and may lead to defoliation. The disease is favored by cool, moist conditions. The pathogen can survive in soil and on weed hosts. White rust can reduce both yield and marketability of spinach.","Plant resistant varieties.
Practice 3-year crop rotation.
Space plants properly for good air circulation.
Avoid overhead irrigation.
Apply fungicides when conditions favor disease.
Remove and destroy infected plants.
Control weed hosts in the Chenopodiaceae family.",https://www.gardeningknowhow.com/wp-content/uploads/2017/09/white-rust-spinach.jpg
52,Spinach : Healthy,"Spinach grows best in cool temperatures between 50-70�F (10-21�C). It requires well-drained, fertile soil with a pH of 6.0-7.5. Plants should be spaced 3-6 inches apart in rows 12-18 inches apart. Spinach needs consistent moisture, about 1-1.5 inches of water per week. Mulch helps retain moisture and keep soil cool. Fertilize with a balanced fertilizer at planting. Provide shade in hot weather to prevent bolting. Harvest leaves when they reach desired size, cutting outer leaves first.","Spinach is extremely nutrient-dense, packed with vitamins A, C, K, and folate. It is an excellent source of iron, calcium, and magnesium. The antioxidants in spinach may help reduce oxidative stress. Spinach contains compounds that may benefit eye health. The high nitrate content may help lower blood pressure. Spinach is rich in fiber which supports digestive health. Some studies suggest spinach may help prevent certain types of cancer.",https://www.almanac.com/sites/default/files/styles/primary_image_in_article/public/image_nodes/spinach-growing.jpg?itok=9QZ6Kz9Y
53,Wheat : Leaf Rust,"Wheat leaf rust is caused by the fungus Puccinia triticina. The disease produces orange to red-brown pustules (uredinia) on leaves, leaf sheaths, and stems. Pustules are circular to oval and rupture to release masses of spores. Severe infections cause leaves to dry up and die prematurely, reducing photosynthetic area and yield. The disease is favored by moderate temperatures (59-77�F/15-25�C) and high humidity. The pathogen can complete its life cycle on wheat and does not require an alternate host.","Plant resistant varieties.
Apply fungicides when disease severity reaches threshold levels.
Plant early to avoid favorable conditions during grain fill.
Use proper nitrogen fertilization.
Remove volunteer wheat plants.
Monitor fields regularly for early detection.
Practice crop rotation with non-host crops.",https://www.gardeningknowhow.com/wp-content/uploads/2017/10/wheat-leaf-rust.jpg
54,Wheat : Healthy,"Wheat grows best in cool to warm temperatures depending on the type (winter or spring). It requires full sun and well-drained soil with a pH of 6.0-7.5. Planting depth should be 1-2 inches with spacing of 6-8 inches between rows. Wheat needs adequate moisture during establishment and grain filling stages. Fertilize based on soil test results, with particular attention to nitrogen needs. Control weeds that compete for nutrients and moisture. Harvest when grains are hard and moisture content is 13-15%.","Whole wheat is an excellent source of complex carbohydrates and fiber. It provides B vitamins including thiamine, riboflavin, and niacin. Wheat contains minerals like iron, magnesium, and zinc. The fiber in whole wheat supports digestive health and may help lower cholesterol. Wheat contains antioxidants like phenolic acids. Some studies suggest whole wheat consumption may reduce risk of heart disease and type 2 diabetes.",https://www.gardeningknowhow.com/wp-content/uploads/2009/03/wheat.jpg
55,Rice : Blast,"Rice blast is caused by the fungus Magnaporthe oryzae. The disease can affect all above-ground parts of the plant. Leaf blast causes diamond-shaped lesions with gray centers and brown margins. Neck blast causes the panicle neck to turn black and break, resulting in blank panicles. The disease is favored by high humidity, prolonged leaf wetness, and temperatures of 77-86�F (25-30�C). Blast can cause significant yield losses, sometimes up to 100% in severe cases.","Plant resistant varieties.
Avoid excessive nitrogen fertilization.
Maintain proper water management.
Apply fungicides when conditions favor disease.
Use certified disease-free seed.
Practice crop rotation when possible.
Remove and destroy infected plant debris.",https://www.gardeningknowhow.com/wp-content/uploads/2017/11/rice-blast.jpg
56,Rice : Healthy,"Rice requires warm temperatures between 70-100�F (21-38�C) for optimal growth. It needs full sun and grows best in clay or silt loam soils with good water retention. Rice is typically grown in flooded fields (paddies) which helps control weeds and provides consistent moisture. Water depth should be maintained at 2-6 inches during most of the growing season. Fertilize based on soil test results, with emphasis on nitrogen. Drain fields before harvest to allow grain drying.","Rice is a good source of energy from carbohydrates. Brown rice provides fiber, vitamins B1 and B6, magnesium, and phosphorus. Rice is gluten-free and easily digestible. It contains antioxidants that may help reduce inflammation. Some varieties contain resistant starch which acts as a prebiotic. Rice may help regulate blood sugar levels when consumed as part of a balanced diet. The selenium in rice supports thyroid function.",https://www.gardeningknowhow.com/wp-content/uploads/2009/03/rice.jpg
57,Bean : Anthracnose,"Bean anthracnose is caused by the fungus Colletotrichum lindemuthianum. The disease affects all above-ground parts of the plant. On leaves, symptoms appear as dark, sunken lesions along veins. On pods, lesions are circular, sunken, and may have pink spore masses in the center. Seeds from infected pods may show brown to black sunken spots. The disease is favored by cool, wet weather and spreads rapidly during rainfall or overhead irrigation. The pathogen can survive in seed and plant debris.","Use certified disease-free seed.
Practice 2-3 year crop rotation with non-legume crops.
Avoid working in fields when plants are wet.
Apply fungicides when conditions favor disease.
Remove and destroy infected plant debris.
Use drip irrigation instead of overhead watering.
Plant resistant varieties.",https://www.gardeningknowhow.com/wp-content/uploads/2017/06/bean-anthracnose.jpg
58,Bean : Healthy,"Beans grow best in warm temperatures between 70-85�F (21-29�C). They require full sun and well-drained soil with a pH of 6.0-7.0. Plant seeds 1-2 inches deep and 2-4 inches apart in rows 18-30 inches apart. Beans need consistent moisture, especially during flowering and pod development. Avoid over-fertilizing with nitrogen as beans fix their own nitrogen. Provide support for pole varieties. Harvest regularly to encourage continued production.","Beans are an excellent source of plant-based protein and fiber. They provide folate, iron, potassium, and magnesium. The fiber in beans supports digestive health and may help lower cholesterol. Beans contain antioxidants that may reduce inflammation. They have a low glycemic index, making them good for blood sugar control. Some studies suggest regular bean consumption may reduce risk of heart disease and certain cancers.",https://www.gardeningknowhow.com/wp-content/uploads/2009/03/beans.jpg
59,Carrot : Alternaria Leaf Blight,"Carrot Alternaria leaf blight is caused by the fungus Alternaria dauci. The disease causes small, brown to black lesions on leaves that may be surrounded by yellow halos. Lesions often begin on leaf margins and tips. As the disease progresses, lesions coalesce and cause entire leaves to turn brown and die. The disease is favored by warm, humid conditions and can reduce both yield and quality. The pathogen survives in infected plant debris and can be seed-borne.","Use certified disease-free seed.
Practice 2-3 year crop rotation with non-host crops.
Apply fungicides when conditions favor disease.
Space plants properly for good air circulation.
Avoid overhead irrigation.
Remove and destroy crop debris after harvest.
Plant resistant varieties when available.",https://www.gardeningknowhow.com/wp-content/uploads/2017/10/carrot-alternaria-blight.jpg
60,Carrot : Healthy,"Carrots grow best in cool temperatures between 60-70�F (15-21�C). They require loose, well-drained soil free of stones to prevent forking. Soil pH should be 6.0-7.0. Plant seeds ¼-½ inch deep and thin to 2-3 inches apart in rows 12-18 inches apart. Carrots need consistent moisture for proper root development. Mulch to retain moisture and control weeds. Fertilize with a balanced fertilizer at planting. Harvest when roots reach desired size, usually 60-80 days after planting.","Carrots are an excellent source of beta-carotene, which the body converts to vitamin A. They provide fiber, vitamin K, potassium, and antioxidants. The antioxidants in carrots may help reduce risk of certain cancers. Carrots support eye health due to their vitamin A content. The fiber aids digestion and promotes gut health. Some studies suggest carrots may help lower cholesterol levels. Carrots contain compounds that may support immune function.",https://www.almanac.com/sites/default/files/styles/primary_image_in_article/public/image_nodes/carrots-growing.jpg?itok=GZQ8QZ9W
61,Cotton : Fusarium Wilt,"Cotton Fusarium wilt is caused by the soil-borne fungus Fusarium oxysporum f. sp. vasinfectum. The disease causes yellowing and wilting of leaves, often starting on one side of the plant. The vascular tissue in stems shows brown discoloration when cut open. Plants may die prematurely, and those that survive produce reduced yields. The disease is favored by warm temperatures and acidic soils. The pathogen can persist in soil for many years and is spread through infected seed, soil, and equipment.","Plant resistant varieties.
Practice long-term crop rotation (5+ years) with non-host crops.
Maintain soil pH above 6.0.
Use certified disease-free seed.
Avoid fields with history of the disease.
Improve soil drainage.
Remove and destroy infected plants.",https://www.gardeningknowhow.com/wp-content/uploads/2017/12/cotton-fusarium-wilt.jpg
62,Cotton : Healthy,"Cotton requires a long, warm growing season with temperatures between 70-95�F (21-35�C). It needs full sun and well-drained soil with a pH of 5.5-7.5. Plant seeds ½-1 inch deep and thin to 4-6 inches apart in rows 30-40 inches apart. Cotton needs consistent moisture, especially during flowering and boll development. Fertilize based on soil test results. Control weeds that compete for nutrients. Harvest when bolls are fully open and fibers are dry.","Cotton is primarily grown for its fiber, which is used in textile production. Cottonseed oil is used in cooking and food products. Cotton provides income for millions of farmers worldwide. The crop can be grown in rotation with other crops to improve soil health. Some cotton varieties are bred for drought tolerance. Organic cotton production avoids synthetic pesticides and fertilizers. Cotton plants can help sequester carbon in soil.",https://www.gardeningknowhow.com/wp-content/uploads/2009/03/cotton.jpg
63,Sunflower : Downy Mildew,"Sunflower downy mildew is caused by the oomycete Plasmopara halstedii. The disease causes yellowing and stunting of plants. Infected plants may have white, downy growth on the undersides of leaves. Systemic infections cause severe stunting, chlorosis, and reduced seed production. The disease is favored by cool, wet conditions during seedling emergence. The pathogen can survive in soil for many years and is also seed-borne.","Plant resistant varieties.
Use certified disease-free seed.
Treat seeds with fungicides.
Practice 3-4 year crop rotation with non-host crops.
Improve soil drainage.
Avoid planting in low-lying, poorly drained areas.
Remove and destroy infected plants early.",https://www.gardeningknowhow.com/wp-content/uploads/2018/01/sunflower-downy-mildew.jpg
64,Sunflower : Healthy,"Sunflowers grow best in warm temperatures between 70-78�F (21-26�C). They require full sun and well-drained soil with a pH of 6.0-7.5. Plant seeds 1 inch deep and 6-12 inches apart in rows 30-36 inches apart. Sunflowers need consistent moisture, especially during flowering and seed development. Fertilize with a balanced fertilizer at planting. Provide support for tall varieties. Harvest when heads droop and back of head turns yellow-brown.","Sunflower seeds are rich in healthy fats, protein, and vitamin E. They contain selenium, magnesium, and B vitamins. The vitamin E in sunflower seeds acts as an antioxidant. Sunflower seeds may help lower cholesterol levels. They contain compounds that may reduce inflammation. Sunflower oil is high in linoleic acid, an essential fatty acid. The flowers attract pollinators like bees and butterflies to gardens.",https://www.almanac.com/sites/default/files/styles/primary_image_in_article/public/image_nodes/sunflower.jpg?itok=5J5KQ5jQ
